titre,date,editeur,fichier
"The Skilful housewife's guide [microform] : a book of domestic cookery, compiled from the best authors",1848,Montreal : Armour & Ramsay ; Quebec : P. Sinclair,1848_TheSkilfulhousewifes.txt
A popular treatise on diet and regimen,1848,,1848_Apopulartreatiseondi.txt
"A romance of a mince-pie: An Incident in the Life of John Chirrup, of Forty-winks, Pastry-cook ...",1848,D. Bogue,1848_AromanceofamincepieA.txt
On the management of infancy: with remarks on the influence of diet and regimen,1849,Churchill,1849_Onthemanagementofinf.txt
Mrs. Putnam's receipt book : and young housekeeper's assistant,"1850, c1849","Boston : Ticknor, Reed and Fields",1850c1849_MrsPutnamsreceiptboo.txt
"The knife and fork for 1849. Laid by the ""Alderman."" Founded on the culinary principles advocated by A. Soyer, Ude, Savarin, and other celebrated professors. With fourteen choice cuts by Kenny Meadows",1849,"London, H. Hurst",1849_Theknifeandforkfor18.txt
Mrs. Putnam's receipt book; and young housekeeper's assistant,1849,"Boston, Ticknor, Reed, and Fields",1849_MrsPutnamsreceiptboo.txt
Mrs. Putnam's receipt book; and young housekeeper's assistant,1849,"Boston, Ticknor, Reed, and Fields",1849_MrsPutnamsreceiptboo.txt
"The modern housewife : or, Ménagère : comprising nearly one thousand receipts, for the economic and judicious preparation of every meal of the day : with those of the nursery and sick room, and minute directions for family management in all its branches : illustrated with engravings","1851, c1849",New York : D. Appleton,1851c1849_Themodernhousewifeor.txt
"Facts for the people: or, Things worth knowing. A book of receipts in which everything is of practical use to every body",1850,"Philadelphia, Laraway & Holstz",1850_FactsforthepeopleorT.txt
"Modern cookery, in all its branches:",1850,"London, Longman, Brown, Green and Longmans",1850_Moderncookeryinallit.txt
"Water and vegetable diet in consumption, scrofula, cancer, asthma, and other chronic diseases ..",1850,"New York, Fowlers and Wells; [etc., etc.]",1850_Waterandvegetabledie.txt
"Miss Leslie's lady's new receipt-book : a useful guide for large or small families containing directions for cooking, preserving, pickling ..",1850,"Philadelphia : A. Hart, late Carey & Hart",1850_MissLesliesladysnewr.txt
"Murray's modern cookery book. Modern domestic cookery, by a lady: Arranged for Daily Reference ...",1851,,1851_Murraysmoderncookery.txt
"Ladies' indispensable assistant: being a companion for the sister, mother, and wife",1851,Angell,1851_Ladiesindispensablea.txt
"Lessons in Modern Farming: Or, Agriculture for Schools; Containing ...",1851,M. H. Newman & company,1851_LessonsinModernFarmi.txt
[The American matron; or Practical and scientific cookery,1851,"Boston, J. Munroe & Co.",1851_TheAmericanmatronorP.txt
"The modern housewife, or, Ménagère. Comprising nearly one thousand receipts, for the economic and judicious preparation of every meal of the day, and those for the nursery and sick room; and minute directions for family management in all its branches. Illustrated with engravings including the modern housewife's unique kitchen, and magic stove",1851,"London, Simpkin, Marshall & Co.",1851_Themodernhousewifeor.txt
"Miss Leslie's complete cookery. Directions for cookery, in its various branches",1851,"Philadelphia, H.C. Baird",1851_MissLesliescompletec.txt
Vegetable diet: as sanctioned by medical men,1851,"New York, Fowlers and Wells",1851_Vegetabledietassanct.txt
The useful arts employed in the production of clothing,1851,"London, J.W. Parker",1851_Theusefulartsemploye.txt
"The illustrated London cookery book, containing upwards of fifteen hundred first-rate receipts selected with great care, and a proper attention to economy; and embodying all the latest improvements in the culinary art; accompanied by important remarks and counsel on the arrangement and well-ordering of the kitchen, combined with useful hints on domestic economy. The whole based on many years' constant practice and experience; and addressed to private families as well as the highest circles",1852,"London [J. Haddon, printer]",1852_TheillustratedLondon.txt
"The farmer's every-day book; or, Sketches of social life in the country : with the popular elements of practical and theoretical agriculture and twelve hundred laconics and apothegms relating to ethics, religion, and general literature; also five hundred receipts on hygeian, domestic, and rural economy",1852,"Auburn, N.Y. : Derby, Miller",1852_Thefarmerseverydaybo.txt
"The illustrated London cookery book, containing upwards of fifteen hundred first-rate receipts selected with great care, and a proper attention to economy; and embodying all the latest improvements in the culinary art; accompanied by important remarks and counsel on the arrangement and well-ordering of the kitchen, combined with useful hints on domestic economy. The whole based on many years' constant practice and experience; and addressed to private families as well as the highest circles",1852,"London [J. Haddon, printer]",1852_TheillustratedLondon.txt
"The art of dining; or, Gastronomy and gastronomers [by A. Hayward].",1852,,1852_TheartofdiningorGast.txt
"The ladies' new book of cookery: a practical system for private families in town and country; with directions for carving, and arranging the table for parties, etc. Also, preparations of food for invalids and for children",1852,"New York, H. Long & brother",1852_Theladiesnewbookofco.txt
"The farmer's and emigrant's hand book : being a full and complete guide for the farmer and the emigrant : comprising the clearing of forest and prairie land, gardening, farming generally, farriery, cookery, and the prevention and cure of diseases : with copious hints, recipes, and tables",1852,Boston : H. Wentworth,1852_Thefarmersandemigran.txt
The Ladies' New Book of Cookery: A Practical System for Private Families in ...,1852,H. Long & brother,1852_TheLadiesNewBookofCo.txt
"Irving's 1000 receipts, or, Modern &amp; domestic cookery : a, a [sic] complete direction for carving, pastry, cooking, preserving, pickling, making wines, jellies, &amp;c., &amp;c. ... with a complete table of cookery for invalids : also observations for the use of the mistress of the family",1852,"New York : Cornish, Lamport & Co. ; St. Louis, (Mo.) : McCartney & Lamport",1852_Irvings1000receiptso.txt
French confectionary adapted for English families,1853,,1853_Frenchconfectionarya.txt
"Elements of scientific agriculture; or, The connection between science and the art of practical farming",1853,Albany E.H. Pease,1853_Elementsofscientific.txt
French cookery adapted for English families,1853,,1853_Frenchcookeryadapted.txt
"Cookery, rational, practical and economical, treated in connexion with the chemistry of food",1853,,1853_Cookeryrationalpract.txt
"Vegetable diet : as sanctioned by medical men, and by experience in all ages : including a system of vegetable cookery",1853,New York : Fowlers and Wells,1853_Vegetabledietassanct.txt
"The pantropheon or, history of food, and its preparation, from the earliest ages of the world [electronic resource]",1853,"London : Simpkin, Marshall & Co.",1853_Thepantropheonorhist.txt
"Miss Leslie's complete cookery. Directions for cookery, in its various branches",1853,"Philadelphia, H.C. Baird",1853_MissLesliescompletec.txt
Table traits : with something on them,1854,"London : Richard Bentley, New Burlington Street ; Edinburgh : Oliver & Boyd ; Dublin : Hodges & Smith",1854_Tabletraitswithsomet.txt
Essays on agriculture,1854,"London, Murray",1854_Essaysonagriculture.txt
"Modern household cookery, by a lady [S.J. Hale].",1854,,1854_Modernhouseholdcooke.txt
New receipts for cooking,[c1854],"Philadelphia, T.B. Peterson",c1854_Newreceiptsforcookin.txt
"The Physiology of Taste: Or, Transcendental Gastronomy",1854,Lindsay & Blakiston,1854_ThePhysiologyofTaste.txt
"Health, disease and longevity, considered in relation to diet, regimen, and the general ...",1854,S. Highley,1854_Healthdiseaseandlong.txt
"Household medicine, surgery, sick-room management, and diet for invalids",1854,,1854_Householdmedicinesur.txt
Family receipts,1854,"Cincinnati, Applegate",1854_Familyreceipts.txt
"The cook's own book, and housekeeper's register. Being receipts for cooking of every kind of meat, fish, and fowl; and making every sort of soup, gravy, pastry, preserves, and essences. With a complete system of confectionery; tables for marketing; a book of carving; and Miss Leslie's seventy-five receipts for pastry, cakes, and sweetmeats",1854,New York [etc.] C.S. Francis and Co.,1854_Thecooksownbookandho.txt
A practical treatise on the choice and cookery of fish,1854,"Longman, Brown, Green and Longmans",1854_Apracticaltreatiseon.txt
A shilling cookery for the people,1854,,1854_Ashillingcookeryfort.txt
"Practice of Cookery and Pastry, Adapted to the Business of Everyday Life",1854,John Greig & Son [printer],1854_PracticeofCookeryand.txt
